"id","date","last.touch","last.click"
5819,2017-01-26,"display","social"
551,2017-01-08,"social","none"
7343,2017-02-20,"direct","none"
9433,2017-01-31,"email","display"
786,2017-02-04,"display","social"
5027,2017-01-27,"social","none"
975,2017-01-10,"email","none"
1635,2017-01-29,"social","email"
9714,2017-01-28,"social","social"
4047,2017-02-04,"direct","none"
7019,2017-01-07,"social","none"
2671,2017-01-24,"email","email"
3203,2017-01-25,"social","social"
9444,2017-01-28,"social","none"
2493,2017-01-18,"social","social"
5637,2017-02-01,"email","email"
9891,2017-02-07,"email","email"
1914,2017-02-16,"email","email"
1058,2017-01-30,"social","none"
4481,2017-02-07,"email","none"
5334,2017-02-05,"direct","social"
5552,2017-02-18,"display","none"
5793,2017-02-06,"direct","email"
8940,2017-02-06,"social","none"
1177,2017-02-16,"direct","email"
8010,2017-02-08,"display","email"
4765,2017-01-19,"social","email"
1047,2017-01-06,"display","none"
732,2017-02-19,"display","display"
8183,2017-01-27,"social","email"
869,2017-01-08,"display","email"
6456,2017-02-12,"email","none"
1621,2017-02-14,"email","email"
9970,2017-02-15,"email","none"
9517,2017-02-18,"display","social"
4124,2017-02-15,"email","email"
7712,2017-02-11,"direct","none"
1797,2017-02-08,"email","email"
7229,2017-01-08,"social","none"
9257,2017-01-10,"email","none"
2472,2017-02-14,"email","none"
7633,2017-02-14,"email","email"
6352,2017-01-02,"display","none"
3411,2017-02-14,"email","email"
8455,2017-02-10,"none","none"
7171,2017-01-04,"social","social"
5011,2017-02-15,"email","none"
5030,2017-02-09,"display","none"
6084,2017-02-02,"display","email"
2156,2017-01-07,"display","none"
5394,2017-02-08,"email","email"
9589,2017-02-22,"display","email"
6498,2017-01-09,"direct","none"
7539,2017-01-18,"social","none"
8172,2017-01-16,"social","none"
1861,2017-01-16,"social","social"
9373,2017-01-19,"direct","none"
9181,2017-01-25,"display","display"
3485,2017-02-15,"none","none"
6142,2017-02-08,"display","none"
6084,2017-01-02,"display","none"
3072,2017-01-27,"social","social"
8869,2017-02-26,"email","none"
8505,2017-01-12,"social","none"
6208,2017-01-25,"email","email"
8381,2017-02-21,"email","none"
564,2017-01-28,"social","none"
7730,2017-01-30,"social","none"
3958,2017-02-14,"email","email"
7627,2017-01-11,"social","none"
6851,2017-02-10,"email","social"
5919,2017-01-25,"display","email"
4728,2017-01-20,"display","social"
2248,2017-01-07,"email","email"
7256,2017-01-15,"social","none"
254,2017-02-07,"email","none"
4735,2017-01-06,"direct","none"
302,2017-02-23,"email","none"
278,2017-01-07,"display","none"
2177,2017-01-29,"display","display"
7642,2017-01-05,"social","none"
1107,2017-02-08,"email","none"
1211,2017-01-12,"email","none"
1324,2017-01-05,"display","none"
5967,2017-01-19,"email","none"
2911,2017-01-09,"display","none"
1473,2017-02-25,"email","none"
1985,2017-01-15,"social","social"
1848,2017-01-10,"social","social"
2469,2017-01-13,"direct","none"
3725,2017-02-26,"email","email"
264,2017-02-11,"direct","email"
2013,2017-01-17,"email","none"
2179,2017-01-02,"social","none"
1161,2017-01-24,"social","email"
176,2017-02-25,"email","none"
8774,2017-02-15,"display","email"
8894,2017-01-06,"social","social"
1920,2017-01-27,"email","none"
1499,2017-01-13,"social","email"
1960,2017-01-06,"social","social"
7950,2017-02-07,"display","display"
4175,2017-02-06,"direct","none"
4000,2017-01-18,"social","none"
1230,2017-01-30,"display","none"
2647,2017-02-23,"email","email"
474,2017-02-28,"email","email"
4996,2017-01-12,"display","email"
9783,2017-02-06,"direct","social"
4787,2017-01-11,"social","social"
9057,2017-02-04,"email","social"
9437,2017-01-31,"display","none"
1563,2017-01-16,"social","none"
9706,2017-01-03,"email","none"
5785,2017-01-08,"display","none"
9546,2017-02-09,"email","social"
3893,2017-01-19,"social","none"
4342,2017-02-12,"direct","social"
6247,2017-02-07,"display","none"
1690,2017-02-20,"email","email"
7626,2017-02-15,"email","email"
3461,2017-01-10,"social","none"
2281,2017-01-29,"email","none"
1904,2017-02-15,"display","display"
1518,2017-02-14,"social","none"
481,2017-02-13,"display","none"
2748,2017-01-13,"email","email"
5202,2017-02-08,"email","social"
3967,2017-01-14,"social","none"
2757,2017-01-10,"display","none"
31,2017-02-18,"email","email"
5847,2017-01-21,"display","display"
6258,2017-02-01,"display","email"
6916,2017-01-18,"social","social"
1088,2017-02-26,"email","social"
4870,2017-01-17,"display","display"
9425,2017-02-23,"display","none"
3934,2017-01-12,"social","none"
8754,2017-02-02,"social","social"
6701,2017-01-01,"social","none"
9207,2017-02-21,"email","email"
8287,2017-02-07,"display","none"
7708,2017-01-05,"social","social"
8468,2017-02-18,"display","email"
7420,2017-01-20,"display","none"
1831,2017-02-01,"email","none"
7953,2017-02-21,"email","email"
7721,2017-01-24,"email","social"
6322,2017-02-04,"direct","none"
2454,2017-01-25,"social","social"
7032,2017-01-04,"display","none"
4358,2017-01-20,"social","none"
1150,2017-01-20,"none","none"
8613,2017-01-24,"social","none"
3039,2017-01-14,"social","none"
6176,2017-02-12,"display","email"
9401,2017-01-04,"social","none"
8855,2017-02-04,"email","social"
7264,2017-01-02,"display","none"
9544,2017-01-28,"display","none"
9528,2017-02-06,"display","email"
2232,2017-01-08,"social","none"
2809,2017-02-06,"direct","email"
5102,2017-01-25,"social","email"
5273,2017-02-02,"display","social"
5541,2017-02-04,"display","email"
6765,2017-02-08,"display","email"
1861,2017-01-31,"social","social"
9543,2017-01-28,"email","email"
1000,2017-01-16,"social","none"
6213,2017-02-19,"email","email"
2759,2017-01-03,"social","none"
577,2017-02-22,"email","email"
728,2017-02-17,"display","email"
8870,2017-01-16,"display","display"
5475,2017-01-24,"email","none"
8927,2017-02-06,"direct","none"
8173,2017-02-01,"email","none"
371,2017-01-19,"display","none"
2482,2017-01-21,"display","none"
8759,2017-02-12,"email","none"
3175,2017-02-06,"direct","none"
9166,2017-01-10,"direct","none"
930,2017-01-31,"email","social"
4500,2017-01-26,"email","none"
4250,2017-01-04,"social","none"
3707,2017-01-31,"email","email"
6465,2017-02-04,"direct","none"
5641,2017-01-06,"direct","none"
7036,2017-01-20,"social","display"
9505,2017-02-08,"email","social"
3333,2017-02-16,"none","none"
5432,2017-01-03,"email","none"
6286,2017-01-03,"email","none"
1118,2017-02-21,"display","email"
6233,2017-02-09,"display","none"
7503,2017-02-04,"direct","social"
5440,2017-01-09,"display","none"
7442,2017-01-03,"social","none"
64,2017-02-05,"direct","email"
4464,2017-02-04,"display","none"
838,2017-01-24,"email","display"
5016,2017-02-02,"social","social"
7951,2017-02-06,"display","social"
6586,2017-02-16,"email","email"
6631,2017-02-07,"email","none"
9426,2017-01-22,"social","social"
6898,2017-02-03,"direct","social"
7885,2017-01-16,"direct","none"
9813,2017-01-10,"social","none"
2628,2017-01-26,"social","none"
7766,2017-01-14,"social","email"
7400,2017-02-06,"direct","none"
8646,2017-01-08,"direct","none"
4423,2017-02-06,"direct","none"
2556,2017-01-15,"email","email"
7942,2017-01-06,"display","email"
2496,2017-02-19,"display","display"
286,2017-02-24,"none","none"
6708,2017-02-14,"email","email"
6249,2017-01-10,"email","none"
4793,2017-02-12,"display","none"
4824,2017-02-16,"display","display"
8768,2017-01-08,"direct","none"
5103,2017-02-18,"direct","none"
1019,2017-01-07,"social","none"
8505,2017-01-27,"social","social"
7505,2017-01-05,"social","none"
1167,2017-02-01,"email","email"
6850,2017-02-07,"email","email"
8217,2017-02-22,"social","social"
4955,2017-01-11,"social","email"
1805,2017-01-18,"email","none"
8502,2017-01-16,"social","none"
2032,2017-01-31,"email","email"
4699,2017-01-06,"social","email"
9299,2017-01-23,"display","social"
2564,2017-01-03,"social","none"
1483,2017-02-04,"display","none"
1011,2017-02-22,"email","email"
7952,2017-01-25,"email","email"
5255,2017-01-28,"social","social"
7249,2017-01-05,"social","none"
2417,2017-02-07,"email","none"
6974,2017-02-09,"email","email"
6338,2017-01-20,"display","social"
390,2017-02-16,"email","email"
4417,2017-02-21,"email","email"
2066,2017-01-24,"email","none"
8280,2017-01-27,"social","email"
3646,2017-01-01,"none","none"
5332,2017-02-08,"email","none"
9814,2017-01-09,"social","none"
4260,2017-01-30,"social","social"
8826,2017-01-19,"social","social"
605,2017-02-24,"email","none"
232,2017-01-08,"display","none"
7353,2017-02-16,"email","none"
8473,2017-01-07,"social","none"
482,2017-01-27,"email","none"
7255,2017-02-15,"email","email"
513,2017-01-20,"social","none"
2497,2017-02-26,"email","none"
6401,2017-01-17,"direct","none"
6580,2017-01-25,"display","none"
1008,2017-01-17,"email","none"
6764,2017-02-06,"direct","none"
599,2017-01-26,"social","social"
9723,2017-02-13,"display","none"
7485,2017-01-17,"social","none"
8614,2017-01-04,"social","none"
7556,2017-01-19,"email","email"
8175,2017-01-18,"email","none"
9411,2017-02-20,"email","email"
9963,2017-01-20,"social","none"
8042,2017-01-19,"social","social"
716,2017-02-02,"display","display"
4649,2017-02-25,"email","email"
8448,2017-02-16,"display","none"
3615,2017-01-17,"display","social"
9741,2017-02-03,"direct","none"
7144,2017-01-07,"direct","none"
7106,2017-02-06,"direct","social"
6061,2017-02-16,"email","social"
2694,2017-02-18,"email","none"
5178,2017-02-01,"email","email"
1420,2017-02-03,"direct","none"
7825,2017-02-08,"email","social"
7736,2017-01-16,"display","social"
9435,2017-01-13,"email","email"
8183,2017-01-17,"email","email"
5239,2017-02-19,"email","email"
3327,2017-01-29,"social","social"
4406,2017-01-12,"none","none"
3331,2017-01-03,"email","none"
7176,2017-02-21,"email","email"
4316,2017-02-02,"email","none"
967,2017-01-10,"email","none"
5409,2017-01-14,"email","none"
5672,2017-02-16,"email","email"
5419,2017-02-03,"direct","social"
8483,2017-02-18,"email","none"
6881,2017-02-01,"email","social"
4108,2017-01-11,"social","none"
4968,2017-01-18,"display","none"
8680,2017-02-14,"display","display"
3331,2017-01-29,"social","none"
3055,2017-01-28,"email","none"
9144,2017-01-22,"display","email"
6052,2017-01-10,"email","none"
7555,2017-02-04,"direct","none"
6356,2017-02-07,"email","none"
7139,2017-01-24,"display","none"
3266,2017-01-17,"email","none"
85,2017-02-06,"none","none"
2461,2017-02-24,"email","none"
379,2017-02-01,"display","email"
2509,2017-02-21,"social","none"
6605,2017-02-03,"direct","social"
3662,2017-02-05,"direct","none"
613,2017-02-18,"display","display"
4340,2017-01-16,"social","social"
2360,2017-02-23,"email","email"
8183,2017-01-31,"display","email"
3227,2017-01-14,"direct","none"
6839,2017-01-10,"display","none"
2014,2017-02-05,"email","none"
6957,2017-02-16,"email","email"
4052,2017-01-19,"social","email"
2331,2017-02-06,"direct","social"
4027,2017-01-22,"social","display"
4425,2017-01-26,"social","none"
8210,2017-02-28,"display","none"
7404,2017-01-02,"none","none"
9316,2017-01-02,"display","none"
5861,2017-02-12,"email","none"
1623,2017-01-20,"email","none"
6144,2017-02-15,"display","social"
5331,2017-01-18,"social","email"
9567,2017-01-21,"none","none"
2541,2017-01-19,"social","none"
4584,2017-02-23,"email","email"
2552,2017-01-02,"social","none"
3911,2017-01-22,"social","none"
8385,2017-01-13,"social","social"
1473,2017-02-13,"email","none"
3106,2017-01-15,"social","none"
1132,2017-01-03,"display","none"
3776,2017-02-07,"email","none"
2029,2017-02-09,"email","social"
3474,2017-01-15,"display","none"
6916,2017-02-07,"email","social"
8543,2017-02-26,"email","email"
8729,2017-01-22,"social","none"
7914,2017-02-03,"direct","email"
6318,2017-01-19,"display","none"
7486,2017-01-13,"social","none"
8766,2017-02-26,"email","none"
2716,2017-01-19,"social","none"
247,2017-01-24,"email","email"
5636,2017-01-05,"social","social"
7762,2017-02-07,"email","email"
9698,2017-01-26,"social","none"
7245,2017-02-22,"email","email"
5052,2017-01-18,"social","email"
8565,2017-02-13,"display","display"
5925,2017-01-24,"email","email"
136,2017-02-23,"display","email"
2227,2017-02-14,"email","display"
9951,2017-01-13,"email","none"
8097,2017-01-08,"social","none"
8733,2017-01-30,"social","none"
1275,2017-02-04,"direct","social"
4852,2017-02-07,"email","email"
8641,2017-02-25,"email","email"
1024,2017-01-24,"social","email"
1333,2017-01-12,"display","social"
2742,2017-01-21,"display","display"
3986,2017-01-07,"social","social"
4412,2017-01-28,"email","none"
8259,2017-01-09,"direct","none"
9218,2017-01-25,"email","email"
4669,2017-02-02,"social","email"
9718,2017-02-04,"display","none"
8900,2017-01-09,"social","none"
5966,2017-02-20,"display","none"
8687,2017-01-24,"display","none"
9995,2017-01-01,"display","none"
2284,2017-01-25,"email","none"
1795,2017-01-11,"social","none"
2865,2017-01-18,"email","none"
1151,2017-01-06,"social","none"
6994,2017-02-15,"email","none"
3097,2017-01-07,"social","none"
6798,2017-01-01,"none","none"
5355,2017-02-04,"direct","none"
8530,2017-02-27,"email","none"
9994,2017-01-17,"display","none"
9652,2017-02-07,"direct","none"
5323,2017-01-29,"social","display"
4536,2017-02-17,"email","email"
2016,2017-02-15,"email","email"
6574,2017-02-08,"none","none"
7271,2017-01-18,"social","social"
4804,2017-02-08,"social","social"
4742,2017-01-12,"social","none"
9804,2017-01-05,"social","social"
2408,2017-01-05,"email","none"
6308,2017-01-30,"social","none"
8995,2017-02-19,"none","none"
3984,2017-02-07,"display","none"
9575,2017-02-20,"display","email"
8104,2017-02-05,"direct","email"
4899,2017-01-24,"email","email"
5468,2017-02-09,"direct","email"
7523,2017-01-01,"social","none"
8795,2017-01-24,"social","social"
6791,2017-01-11,"social","email"
5985,2017-01-02,"display","none"
4398,2017-02-02,"display","social"
752,2017-02-26,"email","email"
3414,2017-01-24,"email","none"
6999,2017-02-22,"email","email"
4678,2017-02-06,"direct","social"
4736,2017-02-03,"direct","social"
5806,2017-01-07,"display","none"
4712,2017-01-25,"email","none"
2068,2017-01-20,"social","none"
7973,2017-02-27,"email","none"
8909,2017-01-12,"social","none"
6108,2017-01-29,"display","none"
5737,2017-02-05,"direct","email"
8764,2017-01-03,"email","none"
796,2017-01-23,"social","social"
305,2017-01-07,"social","none"
3152,2017-02-19,"email","none"
6058,2017-01-17,"email","email"
9178,2017-02-06,"direct","none"
8502,2017-01-11,"social","none"
7392,2017-01-17,"email","none"
7091,2017-01-16,"direct","none"
2006,2017-02-28,"email","email"
8874,2017-02-18,"email","social"
7130,2017-01-16,"social","none"
4598,2017-01-25,"social","display"
9687,2017-01-19,"social","social"
6039,2017-01-19,"display","display"
6335,2017-01-31,"display","none"
776,2017-01-05,"social","social"
3024,2017-01-19,"display","social"
2348,2017-02-14,"display","email"
1021,2017-02-28,"social","social"
9616,2017-01-26,"display","display"
1937,2017-02-06,"direct","social"
7865,2017-01-04,"display","social"
444,2017-02-05,"display","none"
3078,2017-01-08,"direct","none"
595,2017-01-02,"social","none"
4236,2017-01-26,"social","none"
1765,2017-01-15,"display","none"
946,2017-01-17,"none","none"
876,2017-02-14,"email","email"
9557,2017-02-06,"email","email"
6284,2017-02-15,"email","social"
4695,2017-02-21,"email","social"
9992,2017-02-19,"email","email"
4555,2017-01-25,"display","none"
3400,2017-02-22,"email","none"
1365,2017-01-21,"display","none"
8736,2017-02-13,"email","email"
262,2017-02-11,"email","none"
6517,2017-01-10,"email","none"
8251,2017-02-05,"direct","email"
9258,2017-01-24,"social","social"
1196,2017-01-24,"social","email"
5254,2017-02-02,"display","none"
6568,2017-01-13,"display","none"
64,2017-02-01,"email","email"
2557,2017-01-03,"social","display"
6332,2017-01-06,"email","none"
7781,2017-02-21,"email","email"
3388,2017-01-21,"social","social"
958,2017-01-05,"social","none"
